license_id,brand_name,ingredient,drugbank_id,potential_indication,similar_drug,similarity_score,source
SIN15162P,NINLARO CAPSULE 2.3mg,IXAZOMIB,DB09570,gastroesophageal reflux disease,RABEPRAZOLE,0.6,KG (target similarity)
SIN15162P,NINLARO CAPSULE 2.3mg,IXAZOMIB,DB09570,peptic esophagitis,RABEPRAZOLE,0.6,KG (target similarity)
SIN15162P,NINLARO CAPSULE 2.3mg,IXAZOMIB,DB09570,peptic ulcer disease,RABEPRAZOLE,0.6,KG (target similarity)
SIN15162P,NINLARO CAPSULE 2.3mg,IXAZOMIB,DB09570,mastocytosis,RABEPRAZOLE,0.6,KG (target similarity)
SIN15162P,NINLARO CAPSULE 2.3mg,IXAZOMIB,DB09570,multiple endocrine neoplasia,RABEPRAZOLE,0.6,KG (target similarity)
SIN15162P,NINLARO CAPSULE 2.3mg,IXAZOMIB,DB09570,gastrin secretion abnormality,RABEPRAZOLE,0.6,KG (target similarity)
SIN15162P,NINLARO CAPSULE 2.3mg,IXAZOMIB,DB09570,zollinger-ellison syndrome,RABEPRAZOLE,0.6,KG (target similarity)
SIN15162P,NINLARO CAPSULE 2.3mg,IXAZOMIB,DB09570,duodenal ulcer (disease),RABEPRAZOLE,0.6,KG (target similarity)
SIN10339P,SALBUTAMOL SYRUP 2 mg/5 ml,ALBUTEROL BASE,DB01001,xerophthalmia,TERBUTALINE,0.6,KG (target similarity)
SIN10339P,SALBUTAMOL SYRUP 2 mg/5 ml,ALBUTEROL BASE,DB01001,allergic asthma,TERBUTALINE,0.6,KG (target similarity)
SIN10339P,SALBUTAMOL SYRUP 2 mg/5 ml,ALBUTEROL BASE,DB01001,hypertension,BISOPROLOL,0.6,KG (target similarity)
SIN10339P,SALBUTAMOL SYRUP 2 mg/5 ml,ALBUTEROL BASE,DB01001,intrinsic asthma,TERBUTALINE,0.6,KG (target similarity)
SIN10339P,SALBUTAMOL SYRUP 2 mg/5 ml,ALBUTEROL BASE,DB01001,hypertensive disorder,BISOPROLOL,0.6,KG (target similarity)
SIN10339P,SALBUTAMOL SYRUP 2 mg/5 ml,ALBUTEROL BASE,DB01001,glaucoma,BUPRANOLOL,0.6,KG (target similarity)
SIN10278P,PRENOLOL TABLET 100 mg,ATENOLOL,DB00335,open-angle glaucoma,BEFUNOLOL,0.6,KG (target similarity)
SIN08620P,APO-ACEBUTOLOL TABLET 200 mg,ACEBUTOLOL,DB01193,glaucoma,BUPRANOLOL,0.6,KG (target similarity)
SIN08620P,APO-ACEBUTOLOL TABLET 200 mg,ACEBUTOLOL,DB01193,atrial fibrillation (disease),SOTALOL,0.6,KG (target similarity)
SIN11470P,CEFAZIME FOR INJECTION 1 g/vial,SODIUM CARBONATE,DB09460,hypertension,METHYCLOTHIAZIDE,0.6,KG (target similarity)
SIN11470P,CEFAZIME FOR INJECTION 1 g/vial,SODIUM CARBONATE,DB09460,hypertensive disorder,METHYCLOTHIAZIDE,0.6,KG (target similarity)
SIN11470P,CEFAZIME FOR INJECTION 1 g/vial,SODIUM CARBONATE,DB09460,congestive heart failure,METHYCLOTHIAZIDE,0.6,KG (target similarity)
SIN11470P,CEFAZIME FOR INJECTION 1 g/vial,CEFTAZIDIME,DB00438,sinusitis,CLOXACILLIN,0.6,KG (target similarity)
SIN13067P,OMASTIN CAPSULE 50 MG,FLUCONAZOLE,DB00196,hepatitis c virus infection,BOCEPREVIR,0.6,KG (target similarity)
SIN13067P,OMASTIN CAPSULE 50 MG,FLUCONAZOLE,DB00196,chronic hepatitis c virus infection,BOCEPREVIR,0.6,KG (target similarity)
SIN10339P,SALBUTAMOL SYRUP 2 mg/5 ml,ALBUTEROL BASE,DB01001,asthma,TERBUTALINE,0.6,KG (target similarity)
SIN15415P,CANESPRO ONCE DAILY CREAM 1%,BIFONAZOLE MICRONIZED,DB04794,tinea pedis,ECONAZOLE,0.6,KG (target similarity)
SIN14869P,VIZOMET CREAM 0.1% W/W,MOMETASONE FUROATE,DB14512,malignant otitis externa caused by pseudomonas aeruginosa,CORTISONE ACETATE,0.6,KG (target similarity)
SIN15415P,CANESPRO ONCE DAILY CREAM 1%,BIFONAZOLE MICRONIZED,DB04794,tinea infection,ECONAZOLE,0.6,KG (target similarity)
SIN07168P,CLOXACILLIN PANPHARMA FOR INJECTION 500 mg/vial,CLOXACILLIN,DB01147,viral meningitis,CEFTAZIDIME,0.6,KG (target similarity)
SIN07168P,CLOXACILLIN PANPHARMA FOR INJECTION 500 mg/vial,CLOXACILLIN,DB01147,bacterial meningitis,CEFTAZIDIME,0.6,KG (target similarity)
SIN07168P,CLOXACILLIN PANPHARMA FOR INJECTION 500 mg/vial,CLOXACILLIN,DB01147,endometritis,CEFTAZIDIME,0.6,KG (target similarity)
SIN07168P,CLOXACILLIN PANPHARMA FOR INJECTION 500 mg/vial,CLOXACILLIN,DB01147,meningococcal infection,CEFTAZIDIME,0.6,KG (target similarity)
SIN07168P,CLOXACILLIN PANPHARMA FOR INJECTION 500 mg/vial,CLOXACILLIN,DB01147,tonsillitis,CEFTIBUTEN,0.6,KG (target similarity)
SIN15512P,APO-ALFUZOSIN PROLONGED RELEASE TABLET 10mg,ALFUZOSIN HYDROCHLORIDE,DB00346,common cold,SYNEPHRINE,0.6,KG (target similarity)
SIN15512P,APO-ALFUZOSIN PROLONGED RELEASE TABLET 10mg,ALFUZOSIN HYDROCHLORIDE,DB00346,pharyngitis,SYNEPHRINE,0.6,KG (target similarity)
SIN15512P,APO-ALFUZOSIN PROLONGED RELEASE TABLET 10mg,ALFUZOSIN HYDROCHLORIDE,DB00346,ventricular tachycardia,METHOXAMINE,0.6,KG (target similarity)
SIN15512P,APO-ALFUZOSIN PROLONGED RELEASE TABLET 10mg,ALFUZOSIN HYDROCHLORIDE,DB00346,hypotensive disorder,METHOXAMINE,0.6,KG (target similarity)
SIN13157P,ZINDACLIN GEL 1%,TO CLINDAMYCIN,DB01190,her2 positive breast carcinoma,TRASTUZUMAB EMTANSINE,0.6,KG (target similarity)
SIN13515P,Apo-Warfarin 1mg Tablet,WARFARIN,DB00682,myocardial infarction (disease),PHENPROCOUMON,0.6,KG (target similarity)
SIN09139P,APO-SOTALOL TABLET 160 mg,SOTALOL HCL,DB00489,glaucoma,BUPRANOLOL,0.6,KG (target similarity)
SIN15415P,CANESPRO ONCE DAILY CREAM 1%,BIFONAZOLE MICRONIZED,DB04794,cutaneous candidiasis,ECONAZOLE,0.6,KG (target similarity)
SIN13515P,Apo-Warfarin 1mg Tablet,WARFARIN,DB00682,coronary thrombosis,PHENPROCOUMON,0.6,KG (target similarity)
SIN13515P,Apo-Warfarin 1mg Tablet,WARFARIN,DB00682,myocardial infarction,PHENPROCOUMON,0.6,KG (target similarity)
SIN07168P,CLOXACILLIN PANPHARMA FOR INJECTION 500 mg/vial,CLOXACILLIN,DB01147,peritonitis,CEFTAZIDIME,0.6,KG (target similarity)
SIN16112P,CYROSEF POWDER FOR SOLUTION FOR INJECTION 1GM,CEFTRIAXONE,DB01212,urinary tract infection (disease),CEFALOTIN,0.6,KG (target similarity)
SIN14539P,ULTIBRO BREEZHALER INHALATION POWDER HARD CAPSULE 110/50 MCG,INDACATEROL (MICRONIZED),DB05039,hypertensive disorder,BISOPROLOL,0.6,KG (target similarity)
SIN14539P,ULTIBRO BREEZHALER INHALATION POWDER HARD CAPSULE 110/50 MCG,INDACATEROL (MICRONIZED),DB05039,hypertension,BISOPROLOL,0.6,KG (target similarity)
SIN10339P,SALBUTAMOL SYRUP 2 mg/5 ml,ALBUTEROL BASE,DB01001,dry eye syndrome,TERBUTALINE,0.6,KG (target similarity)
SIN07168P,CLOXACILLIN PANPHARMA FOR INJECTION 500 mg/vial,CLOXACILLIN,DB01147,arthropathy,CEFTAZIDIME,0.6,KG (target similarity)
SIN14290P,Somatuline Autogel Prolonged Release Solution for Injection in a Pre-filled Syringe 90 mg,LANREOTIDE,DB06791,cushing syndrome,PASIREOTIDE,0.6,KG (target similarity)
SIN14290P,Somatuline Autogel Prolonged Release Solution for Injection in a Pre-filled Syringe 90 mg,LANREOTIDE,DB06791,adrenal gland hyperfunction,PASIREOTIDE,0.6,KG (target similarity)
SIN07168P,CLOXACILLIN PANPHARMA FOR INJECTION 500 mg/vial,CLOXACILLIN,DB01147,bacterial arthritis,CEFTAZIDIME,0.6,KG (target similarity)
SIN12621P,BETAC FILM COATED TABLET 20 mg,BETAXOLOL HYDROCHLORIDE,DB00195,glaucoma,BUPRANOLOL,0.6,KG (target similarity)
SIN13515P,Apo-Warfarin 1mg Tablet,WARFARIN,DB00682,hemoglobinopathy,PHENPROCOUMON,0.6,KG (target similarity)
SIN12621P,BETAC FILM COATED TABLET 20 mg,BETAXOLOL HYDROCHLORIDE,DB00195,atrial fibrillation (disease),SOTALOL,0.6,KG (target similarity)
SIN13485P,Apo-Paroxetine 20mg Tablet,TO PAROXETINE,DB00715,schizophrenia,QUETIAPINE,0.5957446808510638,KG (target similarity)
SIN16689P,SAQUIN SR PROLONGED-RELEASE TABLETS 50MG,TO QUETIAPINE,DB01224,dysthymic disorder,PAROXETINE,0.5957446808510638,KG (target similarity)
SIN16689P,SAQUIN SR PROLONGED-RELEASE TABLETS 50MG,TO QUETIAPINE,DB01224,post-traumatic stress disorder,PAROXETINE,0.5957446808510638,KG (target similarity)
SIN16689P,SAQUIN SR PROLONGED-RELEASE TABLETS 50MG,TO QUETIAPINE,DB01224,neurotic disorder,PAROXETINE,0.5957446808510638,KG (target similarity)
SIN16689P,SAQUIN SR PROLONGED-RELEASE TABLETS 50MG,TO QUETIAPINE,DB01224,obsessive-compulsive disorder,PAROXETINE,0.5957446808510638,KG (target similarity)
SIN16689P,SAQUIN SR PROLONGED-RELEASE TABLETS 50MG,TO QUETIAPINE,DB01224,endogenous depression,PAROXETINE,0.5957446808510638,KG (target similarity)
SIN13485P,Apo-Paroxetine 20mg Tablet,TO PAROXETINE,DB00715,bipolar disorder,QUETIAPINE,0.5957446808510638,KG (target similarity)
SIN16689P,SAQUIN SR PROLONGED-RELEASE TABLETS 50MG,TO QUETIAPINE,DB01224,anxiety disorder,PAROXETINE,0.5957446808510638,KG (target similarity)
SIN13485P,Apo-Paroxetine 20mg Tablet,TO PAROXETINE,DB00715,manic bipolar affective disorder,QUETIAPINE,0.5957446808510638,KG (target similarity)
SIN16689P,SAQUIN SR PROLONGED-RELEASE TABLETS 50MG,TO QUETIAPINE,DB01224,major depressive disorder,PAROXETINE,0.5957446808510638,KG (target similarity)
SIN16689P,SAQUIN SR PROLONGED-RELEASE TABLETS 50MG,TO QUETIAPINE,DB01224,phobic disorder,PAROXETINE,0.5957446808510638,KG (target similarity)
SIN16689P,SAQUIN SR PROLONGED-RELEASE TABLETS 50MG,TO QUETIAPINE,DB01224,social phobia,PAROXETINE,0.5957446808510638,KG (target similarity)
SIN16689P,SAQUIN SR PROLONGED-RELEASE TABLETS 50MG,TO QUETIAPINE,DB01224,unipolar depression,PAROXETINE,0.5957446808510638,KG (target similarity)
SIN13485P,Apo-Paroxetine 20mg Tablet,TO PAROXETINE,DB00715,major affective disorder,QUETIAPINE,0.5957446808510638,KG (target similarity)
SIN15489P,MEMANTINHYDROCHLORID STADA FILM-COATED TABLET 10MG,MEMANTINE HYDROCHLORIDE,DB01043,status epilepticus,PENTOBARBITAL,0.5952380952380952,KG (target similarity)
SIN15489P,MEMANTINHYDROCHLORID STADA FILM-COATED TABLET 10MG,MEMANTINE HYDROCHLORIDE,DB01043,insomnia (disease),PENTOBARBITAL,0.5952380952380952,KG (target similarity)
SIN15489P,MEMANTINHYDROCHLORID STADA FILM-COATED TABLET 10MG,MEMANTINE HYDROCHLORIDE,DB01043,epilepsy,PENTOBARBITAL,0.5952380952380952,KG (target similarity)
SIN15489P,MEMANTINHYDROCHLORID STADA FILM-COATED TABLET 10MG,MEMANTINE HYDROCHLORIDE,DB01043,brain ischemia,PENTOBARBITAL,0.5952380952380952,KG (target similarity)
SIN15489P,MEMANTINHYDROCHLORID STADA FILM-COATED TABLET 10MG,MEMANTINE HYDROCHLORIDE,DB01043,transient ischemic attack (disease),PENTOBARBITAL,0.5952380952380952,KG (target similarity)
SIN16689P,SAQUIN SR PROLONGED-RELEASE TABLETS 50MG,TO QUETIAPINE,DB01224,schizophreniform disorder,PALIPERIDONE,0.59375,KG (target similarity)
SIN13382P,Invega Extended-Release Tablet 9mg,PALIPERIDONE,DB01267,major affective disorder,QUETIAPINE,0.59375,KG (target similarity)
SIN16689P,SAQUIN SR PROLONGED-RELEASE TABLETS 50MG,TO QUETIAPINE,DB01224,psychotic disorder,PALIPERIDONE,0.59375,KG (target similarity)
SIN09036P,AA PHARMA BROMOCRIPTINE TABLET 2.5 mg,BROMOCRIPTINE,DB01200,dementia (disease),ERGOLOID MESYLATE,0.59375,KG (target similarity)
SIN16689P,SAQUIN SR PROLONGED-RELEASE TABLETS 50MG,TO QUETIAPINE,DB01224,schizoaffective disorder,PALIPERIDONE,0.59375,KG (target similarity)
SIN16689P,SAQUIN SR PROLONGED-RELEASE TABLETS 50MG,TO QUETIAPINE,DB01224,mental disorder,PALIPERIDONE,0.59375,KG (target similarity)
SIN13382P,Invega Extended-Release Tablet 9mg,PALIPERIDONE,DB01267,"migraine with or without aura, susceptibility to",LISURIDE,0.5909090909090909,KG (target similarity)
SIN13382P,Invega Extended-Release Tablet 9mg,PALIPERIDONE,DB01267,amenorrhea (disease),LISURIDE,0.5909090909090909,KG (target similarity)
SIN15757P,PREVYMIS FILM COATED TABLET 240MG,LETERMOVIR,DB12070,aids,NELFINAVIR,0.5909090909090909,KG (target similarity)
SIN15757P,PREVYMIS FILM COATED TABLET 240MG,LETERMOVIR,DB12070,hiv infectious disease,NELFINAVIR,0.5909090909090909,KG (target similarity)
SIN13382P,Invega Extended-Release Tablet 9mg,PALIPERIDONE,DB01267,migraine disorder,LISURIDE,0.5909090909090909,KG (target similarity)
SIN14089P,Clarie OD Tablets 500mg,CLARITHROMYCIN,DB01211,cat-scratch disease,ERYTHROMYCIN,0.5833333333333334,KG (target similarity)
SIN11854P,ENBREL FOR INJECTION 25 mg/vial,ETANERCEPT,DB00005,pharyngeal squamous cell carcinoma,CETUXIMAB,0.5833333333333334,KG (target similarity)
SIN14089P,Clarie OD Tablets 500mg,CLARITHROMYCIN,DB01211,syphilis,ERYTHROMYCIN,0.5833333333333334,KG (target similarity)
SIN16334P,SYNERRV SOLIFENACIN SUCCINATE FILM-COATED TABLETS 10MG,SOLIFENACIN SUCCINATE,DB01591,asthma,TIOTROPIUM,0.5833333333333334,KG (target similarity)
SIN16334P,SYNERRV SOLIFENACIN SUCCINATE FILM-COATED TABLETS 10MG,SOLIFENACIN SUCCINATE,DB01591,intrinsic asthma,TIOTROPIUM,0.5833333333333334,KG (target similarity)
SIN16334P,SYNERRV SOLIFENACIN SUCCINATE FILM-COATED TABLETS 10MG,SOLIFENACIN SUCCINATE,DB01591,allergic asthma,TIOTROPIUM,0.5833333333333334,KG (target similarity)
SIN16334P,SYNERRV SOLIFENACIN SUCCINATE FILM-COATED TABLETS 10MG,SOLIFENACIN SUCCINATE,DB01591,pulmonary emphysema,TIOTROPIUM,0.5833333333333334,KG (target similarity)
SIN16334P,SYNERRV SOLIFENACIN SUCCINATE FILM-COATED TABLETS 10MG,SOLIFENACIN SUCCINATE,DB01591,bronchitis,TIOTROPIUM,0.5833333333333334,KG (target similarity)
SIN11952P,ERYCYN-250 TABLET 250 mg,ERYTHROMYCIN,DB00199,maxillary sinusitis,CLARITHROMYCIN,0.5833333333333334,KG (target similarity)
SIN13481P,Apo-Simvastatin 5mg Tablet,SIMVASTATIN,DB00641,cytomegalovirus infection,LETERMOVIR,0.5833333333333334,KG (target similarity)
SIN16336P,YUPELRI® INHALATION SOLUTION 175MCG/3ML,REVEFENACIN,DB11855,overactive bladder (disease),FESOTERODINE,0.5833333333333334,KG (target similarity)
SIN11854P,ENBREL FOR INJECTION 25 mg/vial,ETANERCEPT,DB00005,squamous cell carcinoma of colon,CETUXIMAB,0.5833333333333334,KG (target similarity)
SIN11854P,ENBREL FOR INJECTION 25 mg/vial,ETANERCEPT,DB00005,squamous cell carcinoma,CETUXIMAB,0.5833333333333334,KG (target similarity)
SIN11854P,ENBREL FOR INJECTION 25 mg/vial,ETANERCEPT,DB00005,colorectal cancer,CETUXIMAB,0.5833333333333334,KG (target similarity)
SIN11854P,ENBREL FOR INJECTION 25 mg/vial,ETANERCEPT,DB00005,respiratory syncytial virus infectious disease,PALIVIZUMAB,0.5833333333333334,KG (target similarity)
SIN14089P,Clarie OD Tablets 500mg,CLARITHROMYCIN,DB01211,acute gonococcal cervicitis,ERYTHROMYCIN,0.5833333333333334,KG (target similarity)
SIN14089P,Clarie OD Tablets 500mg,CLARITHROMYCIN,DB01211,ophthalmia neonatorum,ERYTHROMYCIN,0.5833333333333334,KG (target similarity)
SIN11854P,ENBREL FOR INJECTION 25 mg/vial,ETANERCEPT,DB00005,malignant colon neoplasm,CETUXIMAB,0.5833333333333334,KG (target similarity)
SIN14089P,Clarie OD Tablets 500mg,CLARITHROMYCIN,DB01211,acne (disease),ERYTHROMYCIN,0.5833333333333334,KG (target similarity)
SIN13763P,Requip PD 24 Hour Prolonged Release Tablets (2mg),ROPINIROLE,DB00268,schizophrenia,PROCHLORPERAZINE,0.5833333333333334,KG (target similarity)
SIN14089P,Clarie OD Tablets 500mg,CLARITHROMYCIN,DB01211,conjunctivitis,ERYTHROMYCIN,0.5833333333333334,KG (target similarity)
SIN14089P,Clarie OD Tablets 500mg,CLARITHROMYCIN,DB01211,pertussis,ERYTHROMYCIN,0.5833333333333334,KG (target similarity)
SIN14089P,Clarie OD Tablets 500mg,CLARITHROMYCIN,DB01211,actinomycosis,ERYTHROMYCIN,0.5833333333333334,KG (target similarity)
SIN14089P,Clarie OD Tablets 500mg,CLARITHROMYCIN,DB01211,gonorrhea,ERYTHROMYCIN,0.5833333333333334,KG (target similarity)
SIN14089P,Clarie OD Tablets 500mg,CLARITHROMYCIN,DB01211,listeriosis,ERYTHROMYCIN,0.5833333333333334,KG (target similarity)
SIN14089P,Clarie OD Tablets 500mg,CLARITHROMYCIN,DB01211,erythrasma,ERYTHROMYCIN,0.5833333333333334,KG (target similarity)
SIN14089P,Clarie OD Tablets 500mg,CLARITHROMYCIN,DB01211,urethritis (disease),ERYTHROMYCIN,0.5833333333333334,KG (target similarity)
SIN14089P,Clarie OD Tablets 500mg,CLARITHROMYCIN,DB01211,diphtheria,ERYTHROMYCIN,0.5833333333333334,KG (target similarity)
SIN14089P,Clarie OD Tablets 500mg,CLARITHROMYCIN,DB01211,acute gonococcal endometritis,ERYTHROMYCIN,0.5833333333333334,KG (target similarity)
SIN08681P,SELEGOS TABLET 5 mg,SELEGILINE HCL,DB01037,plasma cell myeloma,IXAZOMIB,0.5833333333333334,KG (target similarity)
SIN11854P,ENBREL FOR INJECTION 25 mg/vial,ETANERCEPT,DB00005,laryngeal squamous cell carcinoma,CETUXIMAB,0.5833333333333334,KG (target similarity)
SIN11854P,ENBREL FOR INJECTION 25 mg/vial,ETANERCEPT,DB00005,colonic neoplasm,CETUXIMAB,0.5833333333333334,KG (target similarity)
SIN15162P,NINLARO CAPSULE 2.3mg,IXAZOMIB,DB09570,x-linked parkinsonism-spasticity syndrome,SELEGILINE,0.5833333333333334,KG (target similarity)
SIN15112P,SYNAGIS SOLUTION FOR INJECTION 100MG/ML,PALIVIZUMAB,DB00110,ankylosing spondylitis,ETANERCEPT,0.5833333333333334,KG (target similarity)
SIN04379P,APO-PREDNISONE TABLET 5 mg,PREDNISONE,DB00635,blepharoconjunctivitis,HYDROCORTISONE,0.5833333333333334,KG (target similarity)
SIN15112P,SYNAGIS SOLUTION FOR INJECTION 100MG/ML,PALIVIZUMAB,DB00110,psoriatic arthritis,ETANERCEPT,0.5833333333333334,KG (target similarity)
SIN15112P,SYNAGIS SOLUTION FOR INJECTION 100MG/ML,PALIVIZUMAB,DB00110,rheumatoid arthritis,ETANERCEPT,0.5833333333333334,KG (target similarity)
SIN15112P,SYNAGIS SOLUTION FOR INJECTION 100MG/ML,PALIVIZUMAB,DB00110,spondyloarthropathy,ETANERCEPT,0.5833333333333334,KG (target similarity)
SIN15112P,SYNAGIS SOLUTION FOR INJECTION 100MG/ML,PALIVIZUMAB,DB00110,"spondyloarthropathy, susceptibility to",ETANERCEPT,0.5833333333333334,KG (target similarity)
SIN04379P,APO-PREDNISONE TABLET 5 mg,PREDNISONE,DB00635,corneal ulcer,HYDROCORTISONE,0.5833333333333334,KG (target similarity)
SIN04379P,APO-PREDNISONE TABLET 5 mg,PREDNISONE,DB00635,aphthous stomatitis,HYDROCORTISONE,0.5833333333333334,KG (target similarity)
SIN04379P,APO-PREDNISONE TABLET 5 mg,PREDNISONE,DB00635,keratoconjunctivitis,HYDROCORTISONE,0.5833333333333334,KG (target similarity)
SIN04379P,APO-PREDNISONE TABLET 5 mg,PREDNISONE,DB00635,atopic conjunctivitis,HYDROCORTISONE,0.5833333333333334,KG (target similarity)
SIN04379P,APO-PREDNISONE TABLET 5 mg,PREDNISONE,DB00635,iridocyclitis (disease),HYDROCORTISONE,0.5833333333333334,KG (target similarity)
SIN04379P,APO-PREDNISONE TABLET 5 mg,PREDNISONE,DB00635,canker sore,HYDROCORTISONE,0.5833333333333334,KG (target similarity)
SIN04379P,APO-PREDNISONE TABLET 5 mg,PREDNISONE,DB00635,otitis externa,HYDROCORTISONE,0.5833333333333334,KG (target similarity)
SIN04379P,APO-PREDNISONE TABLET 5 mg,PREDNISONE,DB00635,papillary conjunctivitis,HYDROCORTISONE,0.5833333333333334,KG (target similarity)
SIN04379P,APO-PREDNISONE TABLET 5 mg,PREDNISONE,DB00635,external ear disease,HYDROCORTISONE,0.5833333333333334,KG (target similarity)
SIN15112P,SYNAGIS SOLUTION FOR INJECTION 100MG/ML,PALIVIZUMAB,DB00110,juvenile idiopathic arthritis,ETANERCEPT,0.5833333333333334,KG (target similarity)
SIN15112P,SYNAGIS SOLUTION FOR INJECTION 100MG/ML,PALIVIZUMAB,DB00110,juvenile arthritis due to defect in lacc1,ETANERCEPT,0.5833333333333334,KG (target similarity)
SIN01382P,STEMETIL INJECTION 12.5 mg/ml,PROCHLORPERAZINE MESYLATE,DB00433,parkinsonian-pyramidal syndrome,ROPINIROLE,0.5833333333333334,KG (target similarity)
SIN04379P,APO-PREDNISONE TABLET 5 mg,PREDNISONE,DB00635,ciliary body disease,HYDROCORTISONE,0.5833333333333334,KG (target similarity)
SIN17072P,Winlevi Cream 1% w/w,CLASCOTERONE,DB12499,fascioliasis,TRICLABENDAZOLE,0.5833333333333334,KG (target similarity)
SIN17072P,Winlevi Cream 1% w/w,CLASCOTERONE,DB12499,pulmonary tuberculosis,ISONIAZID,0.5833333333333334,KG (target similarity)
SIN04379P,APO-PREDNISONE TABLET 5 mg,PREDNISONE,DB00635,ulcerative colitis (disease),HYDROCORTISONE,0.5833333333333334,KG (target similarity)
SIN04379P,APO-PREDNISONE TABLET 5 mg,PREDNISONE,DB00635,uveitis,HYDROCORTISONE,0.5833333333333334,KG (target similarity)
SIN04379P,APO-PREDNISONE TABLET 5 mg,PREDNISONE,DB00635,rosacea,HYDROCORTISONE,0.5833333333333334,KG (target similarity)
SIN04379P,APO-PREDNISONE TABLET 5 mg,PREDNISONE,DB00635,proctitis,HYDROCORTISONE,0.5833333333333334,KG (target similarity)
SIN04379P,APO-PREDNISONE TABLET 5 mg,PREDNISONE,DB00635,vernal conjunctivitis,HYDROCORTISONE,0.5833333333333334,KG (target similarity)
SIN01382P,STEMETIL INJECTION 12.5 mg/ml,PROCHLORPERAZINE MESYLATE,DB00433,hemiparkinsonism-hemiatrophy syndrome,ROPINIROLE,0.5833333333333334,KG (target similarity)
SIN04379P,APO-PREDNISONE TABLET 5 mg,PREDNISONE,DB00635,iritis (disease),HYDROCORTISONE,0.5833333333333334,KG (target similarity)
SIN01382P,STEMETIL INJECTION 12.5 mg/ml,PROCHLORPERAZINE MESYLATE,DB00433,hereditary late onset parkinson disease,ROPINIROLE,0.5833333333333334,KG (target similarity)
SIN01382P,STEMETIL INJECTION 12.5 mg/ml,PROCHLORPERAZINE MESYLATE,DB00433,atypical juvenile parkinsonism,ROPINIROLE,0.5833333333333334,KG (target similarity)
SIN01382P,STEMETIL INJECTION 12.5 mg/ml,PROCHLORPERAZINE MESYLATE,DB00433,x-linked parkinsonism-spasticity syndrome,ROPINIROLE,0.5833333333333334,KG (target similarity)
SIN01382P,STEMETIL INJECTION 12.5 mg/ml,PROCHLORPERAZINE MESYLATE,DB00433,parkinson disease,ROPINIROLE,0.5833333333333334,KG (target similarity)
SIN01382P,STEMETIL INJECTION 12.5 mg/ml,PROCHLORPERAZINE MESYLATE,DB00433,juvenile onset parkinson disease 19a,ROPINIROLE,0.5833333333333334,KG (target similarity)
SIN01382P,STEMETIL INJECTION 12.5 mg/ml,PROCHLORPERAZINE MESYLATE,DB00433,early-onset parkinsonism-intellectual disability syndrome,ROPINIROLE,0.5833333333333334,KG (target similarity)
SIN01382P,STEMETIL INJECTION 12.5 mg/ml,PROCHLORPERAZINE MESYLATE,DB00433,restless legs syndrome,ROPINIROLE,0.5833333333333334,KG (target similarity)
SIN17072P,Winlevi Cream 1% w/w,CLASCOTERONE,DB12499,thyrotoxicosis,METHIMAZOLE,0.5833333333333334,KG (target similarity)
SIN04379P,APO-PREDNISONE TABLET 5 mg,PREDNISONE,DB00635,idiopathic uveitis,HYDROCORTISONE,0.5833333333333334,KG (target similarity)
SIN04767P,HYDROCORTISONE CREAM 1% w/w,HYDROCORTISONE ACETATE,DB14539,chronic cutaneous lupus erythematosus,HYDROCORTISONE,0.5833333333333334,KG (target similarity)
SIN04767P,HYDROCORTISONE CREAM 1% w/w,HYDROCORTISONE ACETATE,DB14539,iridocyclitis (disease),HYDROCORTISONE,0.5833333333333334,KG (target similarity)
SIN04767P,HYDROCORTISONE CREAM 1% w/w,HYDROCORTISONE ACETATE,DB14539,discoid lupus erythematosus,HYDROCORTISONE,0.5833333333333334,KG (target similarity)
SIN04767P,HYDROCORTISONE CREAM 1% w/w,HYDROCORTISONE ACETATE,DB14539,canker sore,HYDROCORTISONE,0.5833333333333334,KG (target similarity)
SIN04767P,HYDROCORTISONE CREAM 1% w/w,HYDROCORTISONE ACETATE,DB14539,inherited aplastic anemia,HYDROCORTISONE,0.5833333333333334,KG (target similarity)
SIN04767P,HYDROCORTISONE CREAM 1% w/w,HYDROCORTISONE ACETATE,DB14539,tinea pedis,HYDROCORTISONE,0.5833333333333334,KG (target similarity)
SIN04767P,HYDROCORTISONE CREAM 1% w/w,HYDROCORTISONE ACETATE,DB14539,dermatophytosis of groin and perianal area,HYDROCORTISONE,0.5833333333333334,KG (target similarity)
SIN04767P,HYDROCORTISONE CREAM 1% w/w,HYDROCORTISONE ACETATE,DB14539,musculoskeletal system disease,HYDROCORTISONE,0.5833333333333334,KG (target similarity)
SIN04767P,HYDROCORTISONE CREAM 1% w/w,HYDROCORTISONE ACETATE,DB14539,otitis externa,HYDROCORTISONE,0.5833333333333334,KG (target similarity)
SIN04767P,HYDROCORTISONE CREAM 1% w/w,HYDROCORTISONE ACETATE,DB14539,papillary conjunctivitis,HYDROCORTISONE,0.5833333333333334,KG (target similarity)
SIN04767P,HYDROCORTISONE CREAM 1% w/w,HYDROCORTISONE ACETATE,DB14539,panuveitis (disease),HYDROCORTISONE,0.5833333333333334,KG (target similarity)
SIN04767P,HYDROCORTISONE CREAM 1% w/w,HYDROCORTISONE ACETATE,DB14539,granuloma annulare,HYDROCORTISONE,0.5833333333333334,KG (target similarity)
