license_id,brand_name,atc_code,disease_id,disease_name,confidence,mapping_method
SIN02859P,CONSU CAPSULE,N02BA55,5027,epilepsy,0.7,atc_inference
SIN02859P,CONSU CAPSULE,N02BA55,11845_12441_11851_11847_8000_12440_11850_12715_100246_13344_12210_12303_12331,"migraine with or without aura, susceptibility to",0.7,atc_inference
SIN02859P,CONSU CAPSULE,N02BA55,7344,"cluster headache, familial",0.7,atc_inference
SIN02859P,CONSU CAPSULE,N02BA55,11764_11658_13625_8199_14604_11613_14233_11562_8200_14796_17279_5180_6966_828_10796_10360_11737_13167,Parkinson disease,0.7,atc_inference
SIN02859P,CONSU CAPSULE,N02BA55,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,Alzheimer disease,0.7,atc_inference
SIN02859P,CONSU CAPSULE,N02BA55,21011,hereditary progressive chorea without dementia,0.7,atc_inference
SIN02859P,CONSU CAPSULE,N02BA55,5263,unipolar depression,0.7,atc_inference
SIN02859P,CONSU CAPSULE,N02BA55,11918,anxiety,0.7,atc_inference
SIN02859P,CONSU CAPSULE,N02BA55,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,schizophrenia,0.7,atc_inference
SIN02859P,CONSU CAPSULE,N02BA55,4985_693_24613_1866,bipolar disorder,0.7,atc_inference
SIN01907P,BENPINE TABLET 5 mg,N05BA02,5027,epilepsy,0.7,atc_inference
SIN01907P,BENPINE TABLET 5 mg,N05BA02,11845_12441_11851_11847_8000_12440_11850_12715_100246_13344_12210_12303_12331,"migraine with or without aura, susceptibility to",0.7,atc_inference
SIN01907P,BENPINE TABLET 5 mg,N05BA02,7344,"cluster headache, familial",0.7,atc_inference
SIN01907P,BENPINE TABLET 5 mg,N05BA02,11764_11658_13625_8199_14604_11613_14233_11562_8200_14796_17279_5180_6966_828_10796_10360_11737_13167,Parkinson disease,0.7,atc_inference
SIN01907P,BENPINE TABLET 5 mg,N05BA02,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,Alzheimer disease,0.7,atc_inference
SIN01907P,BENPINE TABLET 5 mg,N05BA02,21011,hereditary progressive chorea without dementia,0.7,atc_inference
SIN01907P,BENPINE TABLET 5 mg,N05BA02,5263,unipolar depression,0.7,atc_inference
SIN01907P,BENPINE TABLET 5 mg,N05BA02,11918,anxiety,0.7,atc_inference
SIN01907P,BENPINE TABLET 5 mg,N05BA02,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,schizophrenia,0.7,atc_inference
SIN01907P,BENPINE TABLET 5 mg,N05BA02,4985_693_24613_1866,bipolar disorder,0.7,atc_inference
SIN00424P,DIAPINE TABLET 2 mg,N05BA01,5027,epilepsy,0.7,atc_inference
SIN00424P,DIAPINE TABLET 2 mg,N05BA01,11845_12441_11851_11847_8000_12440_11850_12715_100246_13344_12210_12303_12331,"migraine with or without aura, susceptibility to",0.7,atc_inference
SIN00424P,DIAPINE TABLET 2 mg,N05BA01,7344,"cluster headache, familial",0.7,atc_inference
SIN00424P,DIAPINE TABLET 2 mg,N05BA01,11764_11658_13625_8199_14604_11613_14233_11562_8200_14796_17279_5180_6966_828_10796_10360_11737_13167,Parkinson disease,0.7,atc_inference
SIN00424P,DIAPINE TABLET 2 mg,N05BA01,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,Alzheimer disease,0.7,atc_inference
SIN00424P,DIAPINE TABLET 2 mg,N05BA01,21011,hereditary progressive chorea without dementia,0.7,atc_inference
SIN00424P,DIAPINE TABLET 2 mg,N05BA01,5263,unipolar depression,0.7,atc_inference
SIN00424P,DIAPINE TABLET 2 mg,N05BA01,11918,anxiety,0.7,atc_inference
SIN00424P,DIAPINE TABLET 2 mg,N05BA01,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,schizophrenia,0.7,atc_inference
SIN00424P,DIAPINE TABLET 2 mg,N05BA01,4985_693_24613_1866,bipolar disorder,0.7,atc_inference
SIN00415P,TRIPTA TABLET 10 mg,N06AA09,5027,epilepsy,0.7,atc_inference
SIN00415P,TRIPTA TABLET 10 mg,N06AA09,11845_12441_11851_11847_8000_12440_11850_12715_100246_13344_12210_12303_12331,"migraine with or without aura, susceptibility to",0.7,atc_inference
SIN00415P,TRIPTA TABLET 10 mg,N06AA09,7344,"cluster headache, familial",0.7,atc_inference
SIN00415P,TRIPTA TABLET 10 mg,N06AA09,11764_11658_13625_8199_14604_11613_14233_11562_8200_14796_17279_5180_6966_828_10796_10360_11737_13167,Parkinson disease,0.7,atc_inference
SIN00415P,TRIPTA TABLET 10 mg,N06AA09,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,Alzheimer disease,0.7,atc_inference
SIN00415P,TRIPTA TABLET 10 mg,N06AA09,21011,hereditary progressive chorea without dementia,0.7,atc_inference
SIN00415P,TRIPTA TABLET 10 mg,N06AA09,5263,unipolar depression,0.7,atc_inference
SIN00415P,TRIPTA TABLET 10 mg,N06AA09,11918,anxiety,0.7,atc_inference
SIN00415P,TRIPTA TABLET 10 mg,N06AA09,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,schizophrenia,0.7,atc_inference
SIN00415P,TRIPTA TABLET 10 mg,N06AA09,4985_693_24613_1866,bipolar disorder,0.7,atc_inference
SIN00414P,TRIPTA TABLET 25 mg,N06AA09,5027,epilepsy,0.7,atc_inference
SIN00414P,TRIPTA TABLET 25 mg,N06AA09,11845_12441_11851_11847_8000_12440_11850_12715_100246_13344_12210_12303_12331,"migraine with or without aura, susceptibility to",0.7,atc_inference
SIN00414P,TRIPTA TABLET 25 mg,N06AA09,7344,"cluster headache, familial",0.7,atc_inference
SIN00414P,TRIPTA TABLET 25 mg,N06AA09,11764_11658_13625_8199_14604_11613_14233_11562_8200_14796_17279_5180_6966_828_10796_10360_11737_13167,Parkinson disease,0.7,atc_inference
SIN00414P,TRIPTA TABLET 25 mg,N06AA09,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,Alzheimer disease,0.7,atc_inference
SIN00414P,TRIPTA TABLET 25 mg,N06AA09,21011,hereditary progressive chorea without dementia,0.7,atc_inference
SIN00414P,TRIPTA TABLET 25 mg,N06AA09,5263,unipolar depression,0.7,atc_inference
SIN00414P,TRIPTA TABLET 25 mg,N06AA09,11918,anxiety,0.7,atc_inference
SIN00414P,TRIPTA TABLET 25 mg,N06AA09,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,schizophrenia,0.7,atc_inference
SIN00414P,TRIPTA TABLET 25 mg,N06AA09,4985_693_24613_1866,bipolar disorder,0.7,atc_inference
SIN00230P,CHLORAMPHENICOL EAR DROPS 5% w/v,S02AA01,11129_9277_5041,glaucoma,0.7,atc_inference
SIN00230P,CHLORAMPHENICOL EAR DROPS 5% w/v,S02AA01,1214_6668_2314_5808_4811,conjunctivitis,0.7,atc_inference
SIN00230P,CHLORAMPHENICOL EAR DROPS 5% w/v,S02AA01,11285_13406_12767_12540_7932_14189_3004_5150_5417_14207_12659_14266_13420_13409_12419_13416_12674_100114,macular degeneration,0.7,atc_inference
SIN00230P,CHLORAMPHENICOL EAR DROPS 5% w/v,S02AA01,11015_12527_14799_14673_12489_12260_12665_11104_14565_14075_13484_7279_7287_14111_13744_10544_32735_12395_13411_10948_7278_12688_14110_12336_7288_7282_7280_7283_7286_11547_12437_7290_11413_12701_7281_7285_13859_7284_11162_5129_45050_11587_11591_11808_13067_12175,cataract,0.7,atc_inference
SIN00230P,CHLORAMPHENICOL EAR DROPS 5% w/v,S02AA01,6733,dry eye syndrome,0.5,atc_inference
SIN00230P,CHLORAMPHENICOL EAR DROPS 5% w/v,S02AA01,8162,"otitis media, susceptibility to",0.5,atc_inference
SIN00230P,CHLORAMPHENICOL EAR DROPS 5% w/v,S02AA01,5441,otitis media (disease),0.5,atc_inference
SIN00230P,CHLORAMPHENICOL EAR DROPS 5% w/v,S02AA01,5975,suppurative otitis media,0.5,atc_inference
SIN00230P,CHLORAMPHENICOL EAR DROPS 5% w/v,S02AA01,21206_1212,non-suppurative otitis media,0.5,atc_inference
SIN00230P,CHLORAMPHENICOL EAR DROPS 5% w/v,S02AA01,21203,serous otitis media,0.5,atc_inference
SIN01848P,MIRAMYCIN INJECTION 280 mg/2 ml,J01GB03,5249,pneumonia,0.7,atc_inference
SIN01848P,MIRAMYCIN INJECTION 280 mg/2 ml,J01GB03,5229,bacterial infectious disease with sepsis,0.7,atc_inference
SIN01848P,MIRAMYCIN INJECTION 280 mg/2 ml,J01GB03,21201,skin infection,0.7,atc_inference
SIN01848P,MIRAMYCIN INJECTION 280 mg/2 ml,J01GB03,5812,influenza,0.7,atc_inference
SIN01848P,MIRAMYCIN INJECTION 280 mg/2 ml,J01GB03,14680_13075_24563_13921_13920,"herpes simplex encephalitis, susceptibility to",0.7,atc_inference
SIN01848P,MIRAMYCIN INJECTION 280 mg/2 ml,J01GB03,18076,tuberculosis,0.7,atc_inference
SIN01848P,MIRAMYCIN INJECTION 280 mg/2 ml,J01GB03,9194,chronic Epstein-Barr virus infection syndrome,0.5,atc_inference
SIN01848P,MIRAMYCIN INJECTION 280 mg/2 ml,J01GB03,12839,pyogenic bacterial infections due to MyD88 deficiency,0.5,atc_inference
SIN01848P,MIRAMYCIN INJECTION 280 mg/2 ml,J01GB03,18469,pulmonary non-tuberculous mycobacterial infection,0.5,atc_inference
SIN01848P,MIRAMYCIN INJECTION 280 mg/2 ml,J01GB03,41825,bacterial meningitis caused by gram-negative bacteria,0.5,atc_inference
SIN07177P,FUCON CAPSULE 10 mg,A03BB01,14589_18911_10894_11668_12818_7452_13240_12348_12513_13242_7453_14674_11667,maturity-onset diabetes of the young,0.7,atc_inference
SIN07177P,FUCON CAPSULE 10 mg,A03BB01,5001_4966,gastritis,0.7,atc_inference
SIN07177P,FUCON CAPSULE 10 mg,A03BB01,2203,constipation disorder,0.7,atc_inference
SIN07177P,FUCON CAPSULE 10 mg,A03BB01,32586,"diarrhea 10, protein-losing enteropathy type",0.7,atc_inference
SIN07177P,FUCON CAPSULE 10 mg,A03BB01,7782,"hyperthermia, cutaneous, with headaches and nausea",0.7,atc_inference
SIN07177P,FUCON CAPSULE 10 mg,A03BB01,12803,diarrhea-vomiting due to trehalase deficiency,0.7,atc_inference
SIN07177P,FUCON CAPSULE 10 mg,A03BB01,13992,obesity due to leptin receptor gene deficiency,0.7,atc_inference
SIN07177P,FUCON CAPSULE 10 mg,A03BB01,1371,protein-energy malnutrition,0.7,atc_inference
SIN07177P,FUCON CAPSULE 10 mg,A03BB01,100164_16391,permanent neonatal diabetes mellitus,0.5,atc_inference
SIN07177P,FUCON CAPSULE 10 mg,A03BB01,20525_12522_30089_30088_11073_12480_30087_100165,neonatal diabetes mellitus,0.5,atc_inference
SIN07178P,IMIN TABLETS 500 mg,J05AX05,5249,pneumonia,0.7,atc_inference
SIN07178P,IMIN TABLETS 500 mg,J05AX05,5229,bacterial infectious disease with sepsis,0.7,atc_inference
SIN07178P,IMIN TABLETS 500 mg,J05AX05,21201,skin infection,0.7,atc_inference
SIN07178P,IMIN TABLETS 500 mg,J05AX05,5812,influenza,0.7,atc_inference
SIN07178P,IMIN TABLETS 500 mg,J05AX05,14680_13075_24563_13921_13920,"herpes simplex encephalitis, susceptibility to",0.7,atc_inference
SIN07178P,IMIN TABLETS 500 mg,J05AX05,18076,tuberculosis,0.7,atc_inference
SIN07178P,IMIN TABLETS 500 mg,J05AX05,9194,chronic Epstein-Barr virus infection syndrome,0.5,atc_inference
SIN07178P,IMIN TABLETS 500 mg,J05AX05,12839,pyogenic bacterial infections due to MyD88 deficiency,0.5,atc_inference
SIN07178P,IMIN TABLETS 500 mg,J05AX05,18469,pulmonary non-tuberculous mycobacterial infection,0.5,atc_inference
SIN07178P,IMIN TABLETS 500 mg,J05AX05,41825,bacterial meningitis caused by gram-negative bacteria,0.5,atc_inference
SIN06735P,BENZYL BENZOATE APPLICATION BP 25% w/v,P03AX01,5136,malaria,0.7,atc_inference
SIN06735P,BENZYL BENZOATE APPLICATION BP 25% w/v,P03AX01,4525,scabies,0.7,atc_inference
SIN06735P,BENZYL BENZOATE APPLICATION BP 25% w/v,P03AX01,5644,amebiasis,0.7,atc_inference
SIN06735P,BENZYL BENZOATE APPLICATION BP 25% w/v,P03AX01,1103,giardiasis,0.7,atc_inference
SIN06735P,BENZYL BENZOATE APPLICATION BP 25% w/v,P03AX01,9194,chronic Epstein-Barr virus infection syndrome,0.5,atc_inference
SIN06063P,NORIT TABLET 125 mg,A07BA01,14589_18911_10894_11668_12818_7452_13240_12348_12513_13242_7453_14674_11667,maturity-onset diabetes of the young,0.7,atc_inference
SIN06063P,NORIT TABLET 125 mg,A07BA01,5001_4966,gastritis,0.7,atc_inference
SIN06063P,NORIT TABLET 125 mg,A07BA01,2203,constipation disorder,0.7,atc_inference
SIN06063P,NORIT TABLET 125 mg,A07BA01,32586,"diarrhea 10, protein-losing enteropathy type",0.7,atc_inference
SIN06063P,NORIT TABLET 125 mg,A07BA01,7782,"hyperthermia, cutaneous, with headaches and nausea",0.7,atc_inference
SIN06063P,NORIT TABLET 125 mg,A07BA01,12803,diarrhea-vomiting due to trehalase deficiency,0.7,atc_inference
SIN06063P,NORIT TABLET 125 mg,A07BA01,13992,obesity due to leptin receptor gene deficiency,0.7,atc_inference
SIN06063P,NORIT TABLET 125 mg,A07BA01,1371,protein-energy malnutrition,0.7,atc_inference
SIN06063P,NORIT TABLET 125 mg,A07BA01,100164_16391,permanent neonatal diabetes mellitus,0.5,atc_inference
SIN06063P,NORIT TABLET 125 mg,A07BA01,20525_12522_30089_30088_11073_12480_30087_100165,neonatal diabetes mellitus,0.5,atc_inference
SIN06750P,"NYSTATIN VAGINAL TABLET 100,000 units",G01AA01,17379,polyneuropathy-intellectual disability-acromicria-premature menopause syndrome,0.7,atc_inference
SIN06750P,"NYSTATIN VAGINAL TABLET 100,000 units",G01AA01,10888,endometriosis of uterus,0.7,atc_inference
SIN06750P,"NYSTATIN VAGINAL TABLET 100,000 units",G01AA01,12621,deafness-infertility syndrome,0.7,atc_inference
SIN06750P,"NYSTATIN VAGINAL TABLET 100,000 units",G01AA01,9663,mucus inspissation of respiratory tract,0.5,atc_inference
SIN06750P,"NYSTATIN VAGINAL TABLET 100,000 units",G01AA01,9194,chronic Epstein-Barr virus infection syndrome,0.5,atc_inference
SIN06750P,"NYSTATIN VAGINAL TABLET 100,000 units",G01AA01,8860,"beta-aminoisobutyric acid, urinary excretion of",0.5,atc_inference
SIN06750P,"NYSTATIN VAGINAL TABLET 100,000 units",G01AA01,5247,urinary tract infection (disease),0.5,atc_inference
SIN06750P,"NYSTATIN VAGINAL TABLET 100,000 units",G01AA01,11373,"urinary tract infections, recurrent, susceptibility to",0.5,atc_inference
SIN06750P,"NYSTATIN VAGINAL TABLET 100,000 units",G01AA01,7366_42499_11593_10021_11904_17615_7365_11990_14903_15637_11140_2016_12965,benign familial neonatal-infantile seizures,0.5,atc_inference
SIN06750P,"NYSTATIN VAGINAL TABLET 100,000 units",G01AA01,9378,hyper-beta-alaninemia,0.5,atc_inference
SIN03396P,CANDID-V3 VAGINAL TABLET 200 mg,G01AF02,17379,polyneuropathy-intellectual disability-acromicria-premature menopause syndrome,0.7,atc_inference
SIN03396P,CANDID-V3 VAGINAL TABLET 200 mg,G01AF02,10888,endometriosis of uterus,0.7,atc_inference
SIN03396P,CANDID-V3 VAGINAL TABLET 200 mg,G01AF02,12621,deafness-infertility syndrome,0.7,atc_inference
SIN03396P,CANDID-V3 VAGINAL TABLET 200 mg,G01AF02,9663,mucus inspissation of respiratory tract,0.5,atc_inference
SIN03396P,CANDID-V3 VAGINAL TABLET 200 mg,G01AF02,9194,chronic Epstein-Barr virus infection syndrome,0.5,atc_inference
SIN03396P,CANDID-V3 VAGINAL TABLET 200 mg,G01AF02,8860,"beta-aminoisobutyric acid, urinary excretion of",0.5,atc_inference
SIN03396P,CANDID-V3 VAGINAL TABLET 200 mg,G01AF02,5247,urinary tract infection (disease),0.5,atc_inference
SIN03396P,CANDID-V3 VAGINAL TABLET 200 mg,G01AF02,11373,"urinary tract infections, recurrent, susceptibility to",0.5,atc_inference
SIN03396P,CANDID-V3 VAGINAL TABLET 200 mg,G01AF02,7366_42499_11593_10021_11904_17615_7365_11990_14903_15637_11140_2016_12965,benign familial neonatal-infantile seizures,0.5,atc_inference
SIN03396P,CANDID-V3 VAGINAL TABLET 200 mg,G01AF02,9378,hyper-beta-alaninemia,0.5,atc_inference
SIN03397P,CANDID V-1 VAGINAL TABLET 500 mg,G01AF02,17379,polyneuropathy-intellectual disability-acromicria-premature menopause syndrome,0.7,atc_inference
SIN03397P,CANDID V-1 VAGINAL TABLET 500 mg,G01AF02,10888,endometriosis of uterus,0.7,atc_inference
SIN03397P,CANDID V-1 VAGINAL TABLET 500 mg,G01AF02,12621,deafness-infertility syndrome,0.7,atc_inference
SIN03397P,CANDID V-1 VAGINAL TABLET 500 mg,G01AF02,9663,mucus inspissation of respiratory tract,0.5,atc_inference
SIN03397P,CANDID V-1 VAGINAL TABLET 500 mg,G01AF02,9194,chronic Epstein-Barr virus infection syndrome,0.5,atc_inference
SIN03397P,CANDID V-1 VAGINAL TABLET 500 mg,G01AF02,8860,"beta-aminoisobutyric acid, urinary excretion of",0.5,atc_inference
SIN03397P,CANDID V-1 VAGINAL TABLET 500 mg,G01AF02,5247,urinary tract infection (disease),0.5,atc_inference
SIN03397P,CANDID V-1 VAGINAL TABLET 500 mg,G01AF02,11373,"urinary tract infections, recurrent, susceptibility to",0.5,atc_inference
SIN03397P,CANDID V-1 VAGINAL TABLET 500 mg,G01AF02,7366_42499_11593_10021_11904_17615_7365_11990_14903_15637_11140_2016_12965,benign familial neonatal-infantile seizures,0.5,atc_inference
SIN03397P,CANDID V-1 VAGINAL TABLET 500 mg,G01AF02,9378,hyper-beta-alaninemia,0.5,atc_inference
SIN07201P,HI-TAR SHAMPOO 25%,D05AA,5083,psoriasis,0.7,atc_inference
SIN07201P,HI-TAR SHAMPOO 25%,D05AA,4980,atopic eczema,0.7,atc_inference
SIN07201P,HI-TAR SHAMPOO 25%,D05AA,2406,dermatitis,0.7,atc_inference
SIN07201P,HI-TAR SHAMPOO 25%,D05AA,13398_7728_13397_24516,familial acne inversa,0.7,atc_inference
SIN07201P,HI-TAR SHAMPOO 25%,D05AA,19945_6599,urticaria,0.7,atc_inference
SIN07201P,HI-TAR SHAMPOO 25%,D05AA,8321,"pruritus, hereditary localized",0.7,atc_inference
SIN07201P,HI-TAR SHAMPOO 25%,D05AA,15803,wound botulism,0.7,atc_inference
SIN07201P,HI-TAR SHAMPOO 25%,D05AA,43519,burn,0.7,atc_inference
SIN07201P,HI-TAR SHAMPOO 25%,D05AA,8905,predisposition to invasive fungal disease due to CARD9 deficiency,0.5,atc_inference
SIN07201P,HI-TAR SHAMPOO 25%,D05AA,12345,acral peeling skin syndrome,0.5,atc_inference
SIN07246P,MYCOBAN CREAM 2%,D01AC02,5083,psoriasis,0.7,atc_inference
SIN07246P,MYCOBAN CREAM 2%,D01AC02,4980,atopic eczema,0.7,atc_inference
SIN07246P,MYCOBAN CREAM 2%,D01AC02,2406,dermatitis,0.7,atc_inference
SIN07246P,MYCOBAN CREAM 2%,D01AC02,13398_7728_13397_24516,familial acne inversa,0.7,atc_inference
SIN07246P,MYCOBAN CREAM 2%,D01AC02,19945_6599,urticaria,0.7,atc_inference
SIN07246P,MYCOBAN CREAM 2%,D01AC02,8321,"pruritus, hereditary localized",0.7,atc_inference
SIN07246P,MYCOBAN CREAM 2%,D01AC02,15803,wound botulism,0.7,atc_inference
SIN07246P,MYCOBAN CREAM 2%,D01AC02,43519,burn,0.7,atc_inference
SIN07246P,MYCOBAN CREAM 2%,D01AC02,8905,predisposition to invasive fungal disease due to CARD9 deficiency,0.5,atc_inference
SIN07246P,MYCOBAN CREAM 2%,D01AC02,12345,acral peeling skin syndrome,0.5,atc_inference
SIN04573P,CANDID EAR DROPS 1%,S02AA,11129_9277_5041,glaucoma,0.7,atc_inference
SIN04573P,CANDID EAR DROPS 1%,S02AA,1214_6668_2314_5808_4811,conjunctivitis,0.7,atc_inference
SIN04573P,CANDID EAR DROPS 1%,S02AA,11285_13406_12767_12540_7932_14189_3004_5150_5417_14207_12659_14266_13420_13409_12419_13416_12674_100114,macular degeneration,0.7,atc_inference
SIN04573P,CANDID EAR DROPS 1%,S02AA,11015_12527_14799_14673_12489_12260_12665_11104_14565_14075_13484_7279_7287_14111_13744_10544_32735_12395_13411_10948_7278_12688_14110_12336_7288_7282_7280_7283_7286_11547_12437_7290_11413_12701_7281_7285_13859_7284_11162_5129_45050_11587_11591_11808_13067_12175,cataract,0.7,atc_inference
SIN04573P,CANDID EAR DROPS 1%,S02AA,6733,dry eye syndrome,0.5,atc_inference
SIN04573P,CANDID EAR DROPS 1%,S02AA,8162,"otitis media, susceptibility to",0.5,atc_inference
SIN04573P,CANDID EAR DROPS 1%,S02AA,5441,otitis media (disease),0.5,atc_inference
SIN04573P,CANDID EAR DROPS 1%,S02AA,5975,suppurative otitis media,0.5,atc_inference
SIN04573P,CANDID EAR DROPS 1%,S02AA,21206_1212,non-suppurative otitis media,0.5,atc_inference
SIN04573P,CANDID EAR DROPS 1%,S02AA,21203,serous otitis media,0.5,atc_inference
SIN03782P,CANDID CREAM 1%,D01AC01,5083,psoriasis,0.7,atc_inference
SIN03782P,CANDID CREAM 1%,D01AC01,4980,atopic eczema,0.7,atc_inference
SIN03782P,CANDID CREAM 1%,D01AC01,2406,dermatitis,0.7,atc_inference
SIN03782P,CANDID CREAM 1%,D01AC01,13398_7728_13397_24516,familial acne inversa,0.7,atc_inference
SIN03782P,CANDID CREAM 1%,D01AC01,19945_6599,urticaria,0.7,atc_inference
SIN03782P,CANDID CREAM 1%,D01AC01,8321,"pruritus, hereditary localized",0.7,atc_inference
SIN03782P,CANDID CREAM 1%,D01AC01,15803,wound botulism,0.7,atc_inference
SIN03782P,CANDID CREAM 1%,D01AC01,43519,burn,0.7,atc_inference
SIN03782P,CANDID CREAM 1%,D01AC01,8905,predisposition to invasive fungal disease due to CARD9 deficiency,0.5,atc_inference
SIN03782P,CANDID CREAM 1%,D01AC01,12345,acral peeling skin syndrome,0.5,atc_inference
SIN04582P,CANDID DUSTING POWDER 1% w/w,D01AC01,5083,psoriasis,0.7,atc_inference
SIN04582P,CANDID DUSTING POWDER 1% w/w,D01AC01,4980,atopic eczema,0.7,atc_inference
SIN04582P,CANDID DUSTING POWDER 1% w/w,D01AC01,2406,dermatitis,0.7,atc_inference
SIN04582P,CANDID DUSTING POWDER 1% w/w,D01AC01,13398_7728_13397_24516,familial acne inversa,0.7,atc_inference
SIN04582P,CANDID DUSTING POWDER 1% w/w,D01AC01,19945_6599,urticaria,0.7,atc_inference
SIN04582P,CANDID DUSTING POWDER 1% w/w,D01AC01,8321,"pruritus, hereditary localized",0.7,atc_inference
SIN04582P,CANDID DUSTING POWDER 1% w/w,D01AC01,15803,wound botulism,0.7,atc_inference
SIN04582P,CANDID DUSTING POWDER 1% w/w,D01AC01,43519,burn,0.7,atc_inference
SIN04582P,CANDID DUSTING POWDER 1% w/w,D01AC01,8905,predisposition to invasive fungal disease due to CARD9 deficiency,0.5,atc_inference
SIN04582P,CANDID DUSTING POWDER 1% w/w,D01AC01,12345,acral peeling skin syndrome,0.5,atc_inference
SIN06683P,LINCOMYCIN INJECTION 300 mg/ml,J01FF02,5249,pneumonia,0.7,atc_inference
SIN06683P,LINCOMYCIN INJECTION 300 mg/ml,J01FF02,5229,bacterial infectious disease with sepsis,0.7,atc_inference
SIN06683P,LINCOMYCIN INJECTION 300 mg/ml,J01FF02,21201,skin infection,0.7,atc_inference
SIN06683P,LINCOMYCIN INJECTION 300 mg/ml,J01FF02,5812,influenza,0.7,atc_inference
SIN06683P,LINCOMYCIN INJECTION 300 mg/ml,J01FF02,14680_13075_24563_13921_13920,"herpes simplex encephalitis, susceptibility to",0.7,atc_inference
SIN06683P,LINCOMYCIN INJECTION 300 mg/ml,J01FF02,18076,tuberculosis,0.7,atc_inference
SIN06683P,LINCOMYCIN INJECTION 300 mg/ml,J01FF02,9194,chronic Epstein-Barr virus infection syndrome,0.5,atc_inference
SIN06683P,LINCOMYCIN INJECTION 300 mg/ml,J01FF02,12839,pyogenic bacterial infections due to MyD88 deficiency,0.5,atc_inference
SIN06683P,LINCOMYCIN INJECTION 300 mg/ml,J01FF02,18469,pulmonary non-tuberculous mycobacterial infection,0.5,atc_inference
SIN06683P,LINCOMYCIN INJECTION 300 mg/ml,J01FF02,41825,bacterial meningitis caused by gram-negative bacteria,0.5,atc_inference
SIN03440P,INON GRANULES,A02AH,14589_18911_10894_11668_12818_7452_13240_12348_12513_13242_7453_14674_11667,maturity-onset diabetes of the young,0.7,atc_inference
SIN03440P,INON GRANULES,A02AH,5001_4966,gastritis,0.7,atc_inference
SIN03440P,INON GRANULES,A02AH,2203,constipation disorder,0.7,atc_inference
SIN03440P,INON GRANULES,A02AH,32586,"diarrhea 10, protein-losing enteropathy type",0.7,atc_inference
SIN03440P,INON GRANULES,A02AH,7782,"hyperthermia, cutaneous, with headaches and nausea",0.7,atc_inference
SIN03440P,INON GRANULES,A02AH,12803,diarrhea-vomiting due to trehalase deficiency,0.7,atc_inference
SIN03440P,INON GRANULES,A02AH,13992,obesity due to leptin receptor gene deficiency,0.7,atc_inference
SIN03440P,INON GRANULES,A02AH,1371,protein-energy malnutrition,0.7,atc_inference
SIN03440P,INON GRANULES,A02AH,100164_16391,permanent neonatal diabetes mellitus,0.5,atc_inference
SIN03440P,INON GRANULES,A02AH,20525_12522_30089_30088_11073_12480_30087_100165,neonatal diabetes mellitus,0.5,atc_inference
SIN07046P,CENVITE TABLET,A02AD01,14589_18911_10894_11668_12818_7452_13240_12348_12513_13242_7453_14674_11667,maturity-onset diabetes of the young,0.7,atc_inference
SIN07046P,CENVITE TABLET,A02AD01,5001_4966,gastritis,0.7,atc_inference
SIN07046P,CENVITE TABLET,A02AD01,2203,constipation disorder,0.7,atc_inference
SIN07046P,CENVITE TABLET,A02AD01,32586,"diarrhea 10, protein-losing enteropathy type",0.7,atc_inference
SIN07046P,CENVITE TABLET,A02AD01,7782,"hyperthermia, cutaneous, with headaches and nausea",0.7,atc_inference
SIN07046P,CENVITE TABLET,A02AD01,12803,diarrhea-vomiting due to trehalase deficiency,0.7,atc_inference
SIN07046P,CENVITE TABLET,A02AD01,13992,obesity due to leptin receptor gene deficiency,0.7,atc_inference
SIN07046P,CENVITE TABLET,A02AD01,1371,protein-energy malnutrition,0.7,atc_inference
SIN07046P,CENVITE TABLET,A02AD01,100164_16391,permanent neonatal diabetes mellitus,0.5,atc_inference
SIN07046P,CENVITE TABLET,A02AD01,20525_12522_30089_30088_11073_12480_30087_100165,neonatal diabetes mellitus,0.5,atc_inference
SIN03442P,CHLORPYRIMINE TABLET 4 mg,R06AB02,4979,asthma,0.7,atc_inference
SIN03442P,CHLORPYRIMINE TABLET 4 mg,R06AB02,11751,"COPD, severe early onset",0.7,atc_inference
SIN03442P,CHLORPYRIMINE TABLET 4 mg,R06AB02,5002,chronic obstructive pulmonary disease,0.7,atc_inference
