license_id,brand_name,atc_code,disease_id,disease_name,confidence,mapping_method
SIN14039P,Meropenem Mevon Powder for Solution for Injection or Infusion 500 mg/vial,J01DH02,18076,tuberculosis,0.7,atc_inference
SIN14039P,Meropenem Mevon Powder for Solution for Injection or Infusion 500 mg/vial,J01DH02,9194,chronic Epstein-Barr virus infection syndrome,0.5,atc_inference
SIN14039P,Meropenem Mevon Powder for Solution for Injection or Infusion 500 mg/vial,J01DH02,12839,pyogenic bacterial infections due to MyD88 deficiency,0.5,atc_inference
SIN14039P,Meropenem Mevon Powder for Solution for Injection or Infusion 500 mg/vial,J01DH02,18469,pulmonary non-tuberculous mycobacterial infection,0.5,atc_inference
SIN14039P,Meropenem Mevon Powder for Solution for Injection or Infusion 500 mg/vial,J01DH02,41825,bacterial meningitis caused by gram-negative bacteria,0.5,atc_inference
SIN15686P,FUPASCIN POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION 70MG/VIAL,J02AX04,5249,pneumonia,0.7,atc_inference
SIN15686P,FUPASCIN POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION 70MG/VIAL,J02AX04,5229,bacterial infectious disease with sepsis,0.7,atc_inference
SIN15686P,FUPASCIN POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION 70MG/VIAL,J02AX04,21201,skin infection,0.7,atc_inference
SIN15686P,FUPASCIN POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION 70MG/VIAL,J02AX04,5812,influenza,0.7,atc_inference
SIN15686P,FUPASCIN POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION 70MG/VIAL,J02AX04,14680_13075_24563_13921_13920,"herpes simplex encephalitis, susceptibility to",0.7,atc_inference
SIN15686P,FUPASCIN POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION 70MG/VIAL,J02AX04,18076,tuberculosis,0.7,atc_inference
SIN15686P,FUPASCIN POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION 70MG/VIAL,J02AX04,9194,chronic Epstein-Barr virus infection syndrome,0.5,atc_inference
SIN15686P,FUPASCIN POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION 70MG/VIAL,J02AX04,12839,pyogenic bacterial infections due to MyD88 deficiency,0.5,atc_inference
SIN15686P,FUPASCIN POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION 70MG/VIAL,J02AX04,18469,pulmonary non-tuberculous mycobacterial infection,0.5,atc_inference
SIN15686P,FUPASCIN POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION 70MG/VIAL,J02AX04,41825,bacterial meningitis caused by gram-negative bacteria,0.5,atc_inference
SIN15687P,FUPASCIN POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION 50MG/VIAL,J02AX04,5249,pneumonia,0.7,atc_inference
SIN15687P,FUPASCIN POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION 50MG/VIAL,J02AX04,5229,bacterial infectious disease with sepsis,0.7,atc_inference
SIN15687P,FUPASCIN POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION 50MG/VIAL,J02AX04,21201,skin infection,0.7,atc_inference
SIN15687P,FUPASCIN POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION 50MG/VIAL,J02AX04,5812,influenza,0.7,atc_inference
SIN15687P,FUPASCIN POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION 50MG/VIAL,J02AX04,14680_13075_24563_13921_13920,"herpes simplex encephalitis, susceptibility to",0.7,atc_inference
SIN15687P,FUPASCIN POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION 50MG/VIAL,J02AX04,18076,tuberculosis,0.7,atc_inference
SIN15687P,FUPASCIN POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION 50MG/VIAL,J02AX04,9194,chronic Epstein-Barr virus infection syndrome,0.5,atc_inference
SIN15687P,FUPASCIN POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION 50MG/VIAL,J02AX04,12839,pyogenic bacterial infections due to MyD88 deficiency,0.5,atc_inference
SIN15687P,FUPASCIN POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION 50MG/VIAL,J02AX04,18469,pulmonary non-tuberculous mycobacterial infection,0.5,atc_inference
SIN15687P,FUPASCIN POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION 50MG/VIAL,J02AX04,41825,bacterial meningitis caused by gram-negative bacteria,0.5,atc_inference
SIN14583P,AMCARDIA 10 TABLET 10mg,C08CA01,1200_1134_15512_5080_100078,hypertension,0.7,atc_inference
SIN14583P,AMCARDIA 10 TABLET 10mg,C08CA01,5252,heart failure,0.7,atc_inference
SIN14583P,AMCARDIA 10 TABLET 10mg,C08CA01,5010,coronary artery disease,0.7,atc_inference
SIN14583P,AMCARDIA 10 TABLET 10mg,C08CA01,6652_3678_1090_3672_3673_3676_3677_3679_6803,myocardial infarction,0.7,atc_inference
SIN14583P,AMCARDIA 10 TABLET 10mg,C08CA01,6021,Prinzmetal angina,0.7,atc_inference
SIN14583P,AMCARDIA 10 TABLET 10mg,C08CA01,8237,phocomelia-ectrodactyly-deafness-sinus arrhythmia syndrome,0.7,atc_inference
SIN14583P,AMCARDIA 10 TABLET 10mg,C08CA01,21187_11237_11470,hyperlipidemia,0.7,atc_inference
SIN14583P,AMCARDIA 10 TABLET 10mg,C08CA01,5311,atherosclerosis,0.7,atc_inference
SIN14583P,AMCARDIA 10 TABLET 10mg,C08CA01,5294,peripheral vascular disease,0.7,atc_inference
SIN14583P,AMCARDIA 10 TABLET 10mg,C08CA01,7935,cystoid macular edema,0.7,atc_inference
SIN14584P,AMCARDIA 5 TABLET 5mg,C08CA01,1200_1134_15512_5080_100078,hypertension,0.7,atc_inference
SIN14584P,AMCARDIA 5 TABLET 5mg,C08CA01,5252,heart failure,0.7,atc_inference
SIN14584P,AMCARDIA 5 TABLET 5mg,C08CA01,5010,coronary artery disease,0.7,atc_inference
SIN14584P,AMCARDIA 5 TABLET 5mg,C08CA01,6652_3678_1090_3672_3673_3676_3677_3679_6803,myocardial infarction,0.7,atc_inference
SIN14584P,AMCARDIA 5 TABLET 5mg,C08CA01,6021,Prinzmetal angina,0.7,atc_inference
SIN14584P,AMCARDIA 5 TABLET 5mg,C08CA01,8237,phocomelia-ectrodactyly-deafness-sinus arrhythmia syndrome,0.7,atc_inference
SIN14584P,AMCARDIA 5 TABLET 5mg,C08CA01,21187_11237_11470,hyperlipidemia,0.7,atc_inference
SIN14584P,AMCARDIA 5 TABLET 5mg,C08CA01,5311,atherosclerosis,0.7,atc_inference
SIN14584P,AMCARDIA 5 TABLET 5mg,C08CA01,5294,peripheral vascular disease,0.7,atc_inference
SIN14584P,AMCARDIA 5 TABLET 5mg,C08CA01,7935,cystoid macular edema,0.7,atc_inference
SIN14014P,Meropenem Mevon Powder for Solution for Injection or Infusion 1 g/vial,J01DH02,5249,pneumonia,0.7,atc_inference
SIN14014P,Meropenem Mevon Powder for Solution for Injection or Infusion 1 g/vial,J01DH02,5229,bacterial infectious disease with sepsis,0.7,atc_inference
SIN14014P,Meropenem Mevon Powder for Solution for Injection or Infusion 1 g/vial,J01DH02,21201,skin infection,0.7,atc_inference
SIN14014P,Meropenem Mevon Powder for Solution for Injection or Infusion 1 g/vial,J01DH02,5812,influenza,0.7,atc_inference
SIN14014P,Meropenem Mevon Powder for Solution for Injection or Infusion 1 g/vial,J01DH02,14680_13075_24563_13921_13920,"herpes simplex encephalitis, susceptibility to",0.7,atc_inference
SIN14014P,Meropenem Mevon Powder for Solution for Injection or Infusion 1 g/vial,J01DH02,18076,tuberculosis,0.7,atc_inference
SIN14014P,Meropenem Mevon Powder for Solution for Injection or Infusion 1 g/vial,J01DH02,9194,chronic Epstein-Barr virus infection syndrome,0.5,atc_inference
SIN14014P,Meropenem Mevon Powder for Solution for Injection or Infusion 1 g/vial,J01DH02,12839,pyogenic bacterial infections due to MyD88 deficiency,0.5,atc_inference
SIN14014P,Meropenem Mevon Powder for Solution for Injection or Infusion 1 g/vial,J01DH02,18469,pulmonary non-tuberculous mycobacterial infection,0.5,atc_inference
SIN14014P,Meropenem Mevon Powder for Solution for Injection or Infusion 1 g/vial,J01DH02,41825,bacterial meningitis caused by gram-negative bacteria,0.5,atc_inference
SIN11691P,OLIT 20 CAPSULE 20 mg,A02BC01,14589_18911_10894_11668_12818_7452_13240_12348_12513_13242_7453_14674_11667,maturity-onset diabetes of the young,0.7,atc_inference
SIN11691P,OLIT 20 CAPSULE 20 mg,A02BC01,5001_4966,gastritis,0.7,atc_inference
SIN11691P,OLIT 20 CAPSULE 20 mg,A02BC01,2203,constipation disorder,0.7,atc_inference
SIN11691P,OLIT 20 CAPSULE 20 mg,A02BC01,32586,"diarrhea 10, protein-losing enteropathy type",0.7,atc_inference
SIN11691P,OLIT 20 CAPSULE 20 mg,A02BC01,7782,"hyperthermia, cutaneous, with headaches and nausea",0.7,atc_inference
SIN11691P,OLIT 20 CAPSULE 20 mg,A02BC01,12803,diarrhea-vomiting due to trehalase deficiency,0.7,atc_inference
SIN11691P,OLIT 20 CAPSULE 20 mg,A02BC01,13992,obesity due to leptin receptor gene deficiency,0.7,atc_inference
SIN11691P,OLIT 20 CAPSULE 20 mg,A02BC01,1371,protein-energy malnutrition,0.7,atc_inference
SIN11691P,OLIT 20 CAPSULE 20 mg,A02BC01,100164_16391,permanent neonatal diabetes mellitus,0.5,atc_inference
SIN11691P,OLIT 20 CAPSULE 20 mg,A02BC01,20525_12522_30089_30088_11073_12480_30087_100165,neonatal diabetes mellitus,0.5,atc_inference
SIN15433P,VARITHENA POLIDOCANOL INJECTABLE FOAM 10MG/ML,C05BB02,1200_1134_15512_5080_100078,hypertension,0.7,atc_inference
SIN15433P,VARITHENA POLIDOCANOL INJECTABLE FOAM 10MG/ML,C05BB02,5252,heart failure,0.7,atc_inference
SIN15433P,VARITHENA POLIDOCANOL INJECTABLE FOAM 10MG/ML,C05BB02,5010,coronary artery disease,0.7,atc_inference
SIN15433P,VARITHENA POLIDOCANOL INJECTABLE FOAM 10MG/ML,C05BB02,6652_3678_1090_3672_3673_3676_3677_3679_6803,myocardial infarction,0.7,atc_inference
SIN15433P,VARITHENA POLIDOCANOL INJECTABLE FOAM 10MG/ML,C05BB02,6021,Prinzmetal angina,0.7,atc_inference
SIN15433P,VARITHENA POLIDOCANOL INJECTABLE FOAM 10MG/ML,C05BB02,8237,phocomelia-ectrodactyly-deafness-sinus arrhythmia syndrome,0.7,atc_inference
SIN15433P,VARITHENA POLIDOCANOL INJECTABLE FOAM 10MG/ML,C05BB02,21187_11237_11470,hyperlipidemia,0.7,atc_inference
SIN15433P,VARITHENA POLIDOCANOL INJECTABLE FOAM 10MG/ML,C05BB02,5311,atherosclerosis,0.7,atc_inference
SIN15433P,VARITHENA POLIDOCANOL INJECTABLE FOAM 10MG/ML,C05BB02,5294,peripheral vascular disease,0.7,atc_inference
SIN15433P,VARITHENA POLIDOCANOL INJECTABLE FOAM 10MG/ML,C05BB02,7935,cystoid macular edema,0.7,atc_inference
SIN11416P,ZOPICLONE TABLET 7.5 mg,N05CF01,5027,epilepsy,0.7,atc_inference
SIN11416P,ZOPICLONE TABLET 7.5 mg,N05CF01,11845_12441_11851_11847_8000_12440_11850_12715_100246_13344_12210_12303_12331,"migraine with or without aura, susceptibility to",0.7,atc_inference
SIN11416P,ZOPICLONE TABLET 7.5 mg,N05CF01,7344,"cluster headache, familial",0.7,atc_inference
SIN11416P,ZOPICLONE TABLET 7.5 mg,N05CF01,11764_11658_13625_8199_14604_11613_14233_11562_8200_14796_17279_5180_6966_828_10796_10360_11737_13167,Parkinson disease,0.7,atc_inference
SIN11416P,ZOPICLONE TABLET 7.5 mg,N05CF01,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,Alzheimer disease,0.7,atc_inference
SIN11416P,ZOPICLONE TABLET 7.5 mg,N05CF01,21011,hereditary progressive chorea without dementia,0.7,atc_inference
SIN11416P,ZOPICLONE TABLET 7.5 mg,N05CF01,5263,unipolar depression,0.7,atc_inference
SIN11416P,ZOPICLONE TABLET 7.5 mg,N05CF01,11918,anxiety,0.7,atc_inference
SIN11416P,ZOPICLONE TABLET 7.5 mg,N05CF01,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,schizophrenia,0.7,atc_inference
SIN11416P,ZOPICLONE TABLET 7.5 mg,N05CF01,4985_693_24613_1866,bipolar disorder,0.7,atc_inference
SIN03840P,ZARICORT CREAM,D01AC52,5083,psoriasis,0.7,atc_inference
SIN03840P,ZARICORT CREAM,D01AC52,4980,atopic eczema,0.7,atc_inference
SIN03840P,ZARICORT CREAM,D01AC52,2406,dermatitis,0.7,atc_inference
SIN03840P,ZARICORT CREAM,D01AC52,13398_7728_13397_24516,familial acne inversa,0.7,atc_inference
SIN03840P,ZARICORT CREAM,D01AC52,19945_6599,urticaria,0.7,atc_inference
SIN03840P,ZARICORT CREAM,D01AC52,8321,"pruritus, hereditary localized",0.7,atc_inference
SIN03840P,ZARICORT CREAM,D01AC52,15803,wound botulism,0.7,atc_inference
SIN03840P,ZARICORT CREAM,D01AC52,43519,burn,0.7,atc_inference
SIN03840P,ZARICORT CREAM,D01AC52,8905,predisposition to invasive fungal disease due to CARD9 deficiency,0.5,atc_inference
SIN03840P,ZARICORT CREAM,D01AC52,12345,acral peeling skin syndrome,0.5,atc_inference
SIN14002P,BISACODYL SUPPOSITORIES 5MG,A06AB02,14589_18911_10894_11668_12818_7452_13240_12348_12513_13242_7453_14674_11667,maturity-onset diabetes of the young,0.7,atc_inference
SIN14002P,BISACODYL SUPPOSITORIES 5MG,A06AB02,5001_4966,gastritis,0.7,atc_inference
SIN14002P,BISACODYL SUPPOSITORIES 5MG,A06AB02,2203,constipation disorder,0.7,atc_inference
SIN14002P,BISACODYL SUPPOSITORIES 5MG,A06AB02,32586,"diarrhea 10, protein-losing enteropathy type",0.7,atc_inference
SIN14002P,BISACODYL SUPPOSITORIES 5MG,A06AB02,7782,"hyperthermia, cutaneous, with headaches and nausea",0.7,atc_inference
SIN14002P,BISACODYL SUPPOSITORIES 5MG,A06AB02,12803,diarrhea-vomiting due to trehalase deficiency,0.7,atc_inference
SIN14002P,BISACODYL SUPPOSITORIES 5MG,A06AB02,13992,obesity due to leptin receptor gene deficiency,0.7,atc_inference
SIN14002P,BISACODYL SUPPOSITORIES 5MG,A06AB02,1371,protein-energy malnutrition,0.7,atc_inference
SIN14002P,BISACODYL SUPPOSITORIES 5MG,A06AB02,100164_16391,permanent neonatal diabetes mellitus,0.5,atc_inference
SIN14002P,BISACODYL SUPPOSITORIES 5MG,A06AB02,20525_12522_30089_30088_11073_12480_30087_100165,neonatal diabetes mellitus,0.5,atc_inference
SIN09869P,PORO TABLET 500 mg,N02BE01,5027,epilepsy,0.7,atc_inference
SIN09869P,PORO TABLET 500 mg,N02BE01,11845_12441_11851_11847_8000_12440_11850_12715_100246_13344_12210_12303_12331,"migraine with or without aura, susceptibility to",0.7,atc_inference
SIN09869P,PORO TABLET 500 mg,N02BE01,7344,"cluster headache, familial",0.7,atc_inference
SIN09869P,PORO TABLET 500 mg,N02BE01,11764_11658_13625_8199_14604_11613_14233_11562_8200_14796_17279_5180_6966_828_10796_10360_11737_13167,Parkinson disease,0.7,atc_inference
SIN09869P,PORO TABLET 500 mg,N02BE01,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,Alzheimer disease,0.7,atc_inference
SIN09869P,PORO TABLET 500 mg,N02BE01,21011,hereditary progressive chorea without dementia,0.7,atc_inference
SIN09869P,PORO TABLET 500 mg,N02BE01,5263,unipolar depression,0.7,atc_inference
SIN09869P,PORO TABLET 500 mg,N02BE01,11918,anxiety,0.7,atc_inference
SIN09869P,PORO TABLET 500 mg,N02BE01,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,schizophrenia,0.7,atc_inference
SIN09869P,PORO TABLET 500 mg,N02BE01,4985_693_24613_1866,bipolar disorder,0.7,atc_inference
SIN10501P,DEXTROSE 5% IN WATER FOR INTRAVENOUS INFUSION,V06DC01,15164,acute myeloid leukemia and myelodysplastic syndromes related to alkylating agent,0.5,atc_inference
SIN10501P,DEXTROSE 5% IN WATER FOR INTRAVENOUS INFUSION,V06DC01,11205,medium chain 3-ketoacyl-Coa thiolase deficiency,0.5,atc_inference
SIN10501P,DEXTROSE 5% IN WATER FOR INTRAVENOUS INFUSION,V06DC01,19093,immunodeficiency due to selective anti-polysaccharide antibody deficiency,0.5,atc_inference
SIN10501P,DEXTROSE 5% IN WATER FOR INTRAVENOUS INFUSION,V06DC01,6873,nutritional deficiency disease,0.5,atc_inference
SIN11299P,PARACIL TABLETS 500 mg,N02BE01,5027,epilepsy,0.7,atc_inference
SIN11299P,PARACIL TABLETS 500 mg,N02BE01,11845_12441_11851_11847_8000_12440_11850_12715_100246_13344_12210_12303_12331,"migraine with or without aura, susceptibility to",0.7,atc_inference
SIN11299P,PARACIL TABLETS 500 mg,N02BE01,7344,"cluster headache, familial",0.7,atc_inference
SIN11299P,PARACIL TABLETS 500 mg,N02BE01,11764_11658_13625_8199_14604_11613_14233_11562_8200_14796_17279_5180_6966_828_10796_10360_11737_13167,Parkinson disease,0.7,atc_inference
SIN11299P,PARACIL TABLETS 500 mg,N02BE01,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,Alzheimer disease,0.7,atc_inference
SIN11299P,PARACIL TABLETS 500 mg,N02BE01,21011,hereditary progressive chorea without dementia,0.7,atc_inference
SIN11299P,PARACIL TABLETS 500 mg,N02BE01,5263,unipolar depression,0.7,atc_inference
SIN11299P,PARACIL TABLETS 500 mg,N02BE01,11918,anxiety,0.7,atc_inference
SIN11299P,PARACIL TABLETS 500 mg,N02BE01,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,schizophrenia,0.7,atc_inference
SIN11299P,PARACIL TABLETS 500 mg,N02BE01,4985_693_24613_1866,bipolar disorder,0.7,atc_inference
SIN04027P,DEXASONE INJECTION 5 mg/ml,H02AB02,5420_16412_15777,hypothyroidism,0.7,atc_inference
SIN04027P,DEXASONE INJECTION 5 mg/ml,H02AB02,4425,hyperthyroidism,0.7,atc_inference
SIN04027P,DEXASONE INJECTION 5 mg/ml,H02AB02,19801_15128_43370,adrenal insufficiency,0.7,atc_inference
SIN04027P,DEXASONE INJECTION 5 mg/ml,H02AB02,18912,Cushing syndrome,0.7,atc_inference
SIN04027P,DEXASONE INJECTION 5 mg/ml,H02AB02,4782,diabetes insipidus,0.7,atc_inference
SIN04027P,DEXASONE INJECTION 5 mg/ml,H02AB02,19591_5152,hypopituitarism,0.7,atc_inference
SIN04027P,DEXASONE INJECTION 5 mg/ml,H02AB02,8905,predisposition to invasive fungal disease due to CARD9 deficiency,0.5,atc_inference
SIN04027P,DEXASONE INJECTION 5 mg/ml,H02AB02,10615_13006_8250_32569_9876_32567,isolated growth hormone deficiency,0.5,atc_inference
SIN04027P,DEXASONE INJECTION 5 mg/ml,H02AB02,7270_12900_54838_12306,mo,0.5,atc_inference
SIN04027P,DEXASONE INJECTION 5 mg/ml,H02AB02,14455,cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome,0.5,atc_inference
SIN03471P,AMINOPHYLLINE INJECTION 0.25 g/10 ml,R03DA05,4979,asthma,0.7,atc_inference
SIN03471P,AMINOPHYLLINE INJECTION 0.25 g/10 ml,R03DA05,11751,"COPD, severe early onset",0.7,atc_inference
SIN03471P,AMINOPHYLLINE INJECTION 0.25 g/10 ml,R03DA05,5002,chronic obstructive pulmonary disease,0.7,atc_inference
SIN03471P,AMINOPHYLLINE INJECTION 0.25 g/10 ml,R03DA05,11786_5324_24332,allergic rhinitis,0.7,atc_inference
SIN03471P,AMINOPHYLLINE INJECTION 0.25 g/10 ml,R03DA05,1491,cough variant asthma,0.7,atc_inference
SIN03471P,AMINOPHYLLINE INJECTION 0.25 g/10 ml,R03DA05,3781_5607_18597,bronchitis,0.7,atc_inference
SIN03471P,AMINOPHYLLINE INJECTION 0.25 g/10 ml,R03DA05,5249,pneumonia,0.7,atc_inference
SIN03471P,AMINOPHYLLINE INJECTION 0.25 g/10 ml,R03DA05,9663,mucus inspissation of respiratory tract,0.5,atc_inference
SIN03471P,AMINOPHYLLINE INJECTION 0.25 g/10 ml,R03DA05,9194,chronic Epstein-Barr virus infection syndrome,0.5,atc_inference
SIN03471P,AMINOPHYLLINE INJECTION 0.25 g/10 ml,R03DA05,24352,viral respiratory tract infection,0.5,atc_inference
SIN05339P,EGOPSORYL TA GEL,D05AA,5083,psoriasis,0.7,atc_inference
SIN05339P,EGOPSORYL TA GEL,D05AA,4980,atopic eczema,0.7,atc_inference
SIN05339P,EGOPSORYL TA GEL,D05AA,2406,dermatitis,0.7,atc_inference
SIN05339P,EGOPSORYL TA GEL,D05AA,13398_7728_13397_24516,familial acne inversa,0.7,atc_inference
SIN05339P,EGOPSORYL TA GEL,D05AA,19945_6599,urticaria,0.7,atc_inference
SIN05339P,EGOPSORYL TA GEL,D05AA,8321,"pruritus, hereditary localized",0.7,atc_inference
SIN05339P,EGOPSORYL TA GEL,D05AA,15803,wound botulism,0.7,atc_inference
SIN05339P,EGOPSORYL TA GEL,D05AA,43519,burn,0.7,atc_inference
SIN05339P,EGOPSORYL TA GEL,D05AA,8905,predisposition to invasive fungal disease due to CARD9 deficiency,0.5,atc_inference
SIN05339P,EGOPSORYL TA GEL,D05AA,12345,acral peeling skin syndrome,0.5,atc_inference
SIN10234P,DEXTROSE 10% IN WATER FOR INTRAVENOUS INFUSION,V06DC01,15164,acute myeloid leukemia and myelodysplastic syndromes related to alkylating agent,0.5,atc_inference
SIN10234P,DEXTROSE 10% IN WATER FOR INTRAVENOUS INFUSION,V06DC01,11205,medium chain 3-ketoacyl-Coa thiolase deficiency,0.5,atc_inference
SIN10234P,DEXTROSE 10% IN WATER FOR INTRAVENOUS INFUSION,V06DC01,19093,immunodeficiency due to selective anti-polysaccharide antibody deficiency,0.5,atc_inference
SIN10234P,DEXTROSE 10% IN WATER FOR INTRAVENOUS INFUSION,V06DC01,6873,nutritional deficiency disease,0.5,atc_inference
SIN02790P,SW DIMENHYDRINATE SYRUP 15 mg/5 ml,R06AA02,4979,asthma,0.7,atc_inference
SIN02790P,SW DIMENHYDRINATE SYRUP 15 mg/5 ml,R06AA02,11751,"COPD, severe early onset",0.7,atc_inference
SIN02790P,SW DIMENHYDRINATE SYRUP 15 mg/5 ml,R06AA02,5002,chronic obstructive pulmonary disease,0.7,atc_inference
SIN02790P,SW DIMENHYDRINATE SYRUP 15 mg/5 ml,R06AA02,11786_5324_24332,allergic rhinitis,0.7,atc_inference
SIN02790P,SW DIMENHYDRINATE SYRUP 15 mg/5 ml,R06AA02,1491,cough variant asthma,0.7,atc_inference
SIN02790P,SW DIMENHYDRINATE SYRUP 15 mg/5 ml,R06AA02,3781_5607_18597,bronchitis,0.7,atc_inference
SIN02790P,SW DIMENHYDRINATE SYRUP 15 mg/5 ml,R06AA02,5249,pneumonia,0.7,atc_inference
SIN02790P,SW DIMENHYDRINATE SYRUP 15 mg/5 ml,R06AA02,9663,mucus inspissation of respiratory tract,0.5,atc_inference
SIN02790P,SW DIMENHYDRINATE SYRUP 15 mg/5 ml,R06AA02,9194,chronic Epstein-Barr virus infection syndrome,0.5,atc_inference
SIN02790P,SW DIMENHYDRINATE SYRUP 15 mg/5 ml,R06AA02,24352,viral respiratory tract infection,0.5,atc_inference
SIN07343P,FLUCUR NEBULISER,R06AB02,4979,asthma,0.7,atc_inference
SIN07343P,FLUCUR NEBULISER,R06AB02,11751,"COPD, severe early onset",0.7,atc_inference
SIN07343P,FLUCUR NEBULISER,R06AB02,5002,chronic obstructive pulmonary disease,0.7,atc_inference
SIN07343P,FLUCUR NEBULISER,R06AB02,11786_5324_24332,allergic rhinitis,0.7,atc_inference
SIN07343P,FLUCUR NEBULISER,R06AB02,1491,cough variant asthma,0.7,atc_inference
SIN07343P,FLUCUR NEBULISER,R06AB02,3781_5607_18597,bronchitis,0.7,atc_inference
SIN07343P,FLUCUR NEBULISER,R06AB02,5249,pneumonia,0.7,atc_inference
SIN07343P,FLUCUR NEBULISER,R06AB02,9663,mucus inspissation of respiratory tract,0.5,atc_inference
SIN07343P,FLUCUR NEBULISER,R06AB02,9194,chronic Epstein-Barr virus infection syndrome,0.5,atc_inference
SIN07343P,FLUCUR NEBULISER,R06AB02,24352,viral respiratory tract infection,0.5,atc_inference
SIN13340P,Poro Suspension 250mg/5ml,N02BE01,5027,epilepsy,0.7,atc_inference
SIN13340P,Poro Suspension 250mg/5ml,N02BE01,11845_12441_11851_11847_8000_12440_11850_12715_100246_13344_12210_12303_12331,"migraine with or without aura, susceptibility to",0.7,atc_inference
SIN13340P,Poro Suspension 250mg/5ml,N02BE01,7344,"cluster headache, familial",0.7,atc_inference
SIN13340P,Poro Suspension 250mg/5ml,N02BE01,11764_11658_13625_8199_14604_11613_14233_11562_8200_14796_17279_5180_6966_828_10796_10360_11737_13167,Parkinson disease,0.7,atc_inference
SIN13340P,Poro Suspension 250mg/5ml,N02BE01,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,Alzheimer disease,0.7,atc_inference
SIN13340P,Poro Suspension 250mg/5ml,N02BE01,21011,hereditary progressive chorea without dementia,0.7,atc_inference
SIN13340P,Poro Suspension 250mg/5ml,N02BE01,5263,unipolar depression,0.7,atc_inference
SIN13340P,Poro Suspension 250mg/5ml,N02BE01,11918,anxiety,0.7,atc_inference
SIN13340P,Poro Suspension 250mg/5ml,N02BE01,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,schizophrenia,0.7,atc_inference
SIN13340P,Poro Suspension 250mg/5ml,N02BE01,4985_693_24613_1866,bipolar disorder,0.7,atc_inference
SIN11601P,THYROSIT TABLET 100 mcg,H03AA01,5420_16412_15777,hypothyroidism,0.7,atc_inference
SIN11601P,THYROSIT TABLET 100 mcg,H03AA01,4425,hyperthyroidism,0.7,atc_inference
SIN11601P,THYROSIT TABLET 100 mcg,H03AA01,19801_15128_43370,adrenal insufficiency,0.7,atc_inference
SIN11601P,THYROSIT TABLET 100 mcg,H03AA01,18912,Cushing syndrome,0.7,atc_inference
SIN11601P,THYROSIT TABLET 100 mcg,H03AA01,4782,diabetes insipidus,0.7,atc_inference
SIN11601P,THYROSIT TABLET 100 mcg,H03AA01,19591_5152,hypopituitarism,0.7,atc_inference
SIN11601P,THYROSIT TABLET 100 mcg,H03AA01,8905,predisposition to invasive fungal disease due to CARD9 deficiency,0.5,atc_inference
SIN11601P,THYROSIT TABLET 100 mcg,H03AA01,10615_13006_8250_32569_9876_32567,isolated growth hormone deficiency,0.5,atc_inference
SIN11601P,THYROSIT TABLET 100 mcg,H03AA01,7270_12900_54838_12306,mo,0.5,atc_inference
SIN11601P,THYROSIT TABLET 100 mcg,H03AA01,14455,cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome,0.5,atc_inference
SIN10502P,LACTATED RINGER'S SOLUTION,V07AB,15164,acute myeloid leukemia and myelodysplastic syndromes related to alkylating agent,0.5,atc_inference
